公交,写字楼,医院,商场,地铁,学校,小区名字,建造时间,房型,楼层,每平米价格,面积
10,0,0,0,0,0,天通苑东一区,2001,2室1厅,7,32738,84
12,0,0,0,0,0,尚峯壹號,2012,3室2厅,21,33783,148
13,0,0,0,0,33,晴波园,2004,3室2厅,15,107793,153
2,0,0,0,0,0,福佳蜜码空间,2016,3室2厅,13,15000,88
14,0,0,0,0,48,时代之光名苑,2002,2室1厅,19,69869,69
16,0,0,0,0,0,二里庄小区,1993,3室1厅,6,83798,72
4,0,0,0,0,0,珠江·壹千栋,2008,4室3厅,3,29702,505
16,0,0,0,0,0,二里庄小区,1992,2室1厅,6,82585,56
11,48,3,0,1,7,博雅德园,2004,3室2厅,16,56809,137
18,43,28,0,1,28,牛街西里,2000,2室1厅,19,69695,75
8,0,0,0,0,6,鲁能7号院,2012,2室,16,34883,86
4,0,0,0,0,36,CBD总部公寓二期,2006,2室1厅,22,82236,91
17,49,6,0,1,22,果岭里,2005,4室2厅,8,78385,216
8,0,0,0,0,0,东贸国际花园,2010,1室1厅,27,29516,62
5,48,8,0,1,24,长安驿,2007,1室,28,76973,45
13,0,0,0,0,33,远大园四区,2006,3室2厅,19,77925,141
6,0,0,0,0,0,香悦四季,2000,3室2厅,11,33578,95
13,40,13,0,3,20,建欣苑,2001,2室1厅,6,43283,67
12,0,0,0,0,0,蓝星花园,2007,3室1厅,6,34736,95
21,49,26,0,2,46,新景家园,2010,1室1厅,15,91831,41
17,48,16,0,3,34,四平园小区,1999,2室2厅,12,85501,67
3,0,0,0,0,0,融创长滩壹号,2000,3室2厅,4,34595,218
15,50,20,0,1,24,光彩国际公寓,2003,3室2厅,27,66513,218
26,13,7,0,1,21,碧水庄园三期,2008,7室3厅,3,104861,1049
8,0,0,0,0,21,橡树湾,2007,2室2厅,26,91011,89
7,0,0,0,0,0,北辰·香麓,2008,4室2厅,1,51150,391
8,0,0,0,0,0,东坝街,2013,2室1厅,6,68478,92
10,0,0,0,0,5,阳洲鑫园,2008,1室1厅,6,22596,104
6,0,0,0,0,0,V7荷塘月色,2013,5室4厅,1,24705,170
10,0,0,0,0,0,天通苑东一区,2001,2室1厅,7,32738,84
12,0,0,0,0,0,尚峯壹號,2012,3室2厅,21,33783,148
16,0,0,0,0,0,二里庄小区,1993,3室1厅,6,83798,72
16,11,30,0,3,34,爱民里小区,1990,3室1厅,7,115753,73
9,0,0,0,0,0,大湖山庄,2003,4室2厅,2,55445,505
10,0,0,0,0,50,长昆名居,2003,2室1厅,22,86282,114
26,13,7,0,1,21,龙锦苑一区,2004,3室1厅,6,36560,126
17,0,0,0,0,0,当代城市家园,2004,1室,12,82179,46
16,42,24,0,3,20,三里河二区,2001,3室1厅,18,102769,102
0,0,0,0,0,0,上上城第三季,2009,2室2厅,26,23936,94
10,0,0,0,0,0,珠江峰景,2006,2室2厅,21,51409,112
0,0,0,0,0,0,加州水郡四期,2008,2室1厅,15,26713,86
11,0,0,0,0,18,大城小镇,2007,1室1厅,6,46357,60
0,0,0,0,0,0,上上城二期,2008,2室1厅,28,23255,86
6,0,0,0,0,4,西棕榈滩,2009,4室2厅,12,21388,180
16,11,30,0,3,34,爱民里小区,1990,3室1厅,7,115753,73
9,0,0,0,0,0,大湖山庄,2003,4室2厅,2,55445,505
10,0,0,0,0,50,长昆名居,2003,2室1厅,22,86282,114
0,0,0,0,0,0,上上城第三季,2009,2室2厅,26,23936,94
10,0,0,0,0,0,珠江峰景,2006,2室2厅,21,51409,112
6,0,0,0,0,4,西棕榈滩,2009,4室2厅,12,21388,180
6,0,0,0,0,0,旭辉26街区,2016,1室1厅,9,32962,27
13,50,6,0,1,28,凤凰城二期,2006,2室2厅,36,80869,115
23,50,13,0,2,29,时代国际,2006,2室1厅,21,71559,109
20,48,11,0,1,48,阳光100国际公寓,2003,3室2厅,38,63281,134
6,0,0,0,0,14,长城国际,2010,1室,22,43048,63
20,0,0,0,0,0,紫芳园二区,2005,4室2厅,11,77577,174
6,0,0,0,0,0,万科西山庭院,2004,3室2厅,4,84588,170
14,0,0,0,0,23,华润润西山,2012,2室1厅,10,43808,112
29,6,10,0,1,23,双兴南区,2000,3室2厅,18,33795,137
14,49,7,0,2,23,望京金茂府,2014,3室2厅,17,90909,220
2,0,0,0,0,0,远洋傲北,2013,5室3厅,3,21897,411
15,31,13,0,1,26,鑫源国际,2011,1室1厅,18,29622,53
20,0,0,0,0,0,紫芳园二区,2005,4室2厅,11,77577,174
19,0,0,0,0,16,永定河孔雀城空港壹号,2016,2室1厅,18,13625,80
12,43,18,0,2,32,庄胜二期,2004,1室1厅,12,132167,47
23,0,0,0,0,0,朝阳旺角,2007,1室,15,43123,44
6,0,0,0,0,0,万科西山庭院,2004,3室2厅,4,84588,170
14,0,0,0,0,23,华润润西山,2012,2室1厅,10,43808,112
29,6,10,0,1,23,双兴南区,2000,3室2厅,18,33795,137
10,0,0,0,0,0,珠江峰景,2006,2室2厅,21,53981,111
2,0,0,0,0,0,福佳蜜码空间,2016,1室1厅,12,16000,61
11,0,0,0,0,48,逸成东苑,2004,3室2厅,14,84974,129
13,49,5,0,2,27,沿海赛洛城,2009,2室1厅,4,61512,83
20,49,3,0,1,22,上林溪,2010,3室2厅,10,70689,116
6,0,0,0,0,0,丽高王府,2008,5室4厅,2,55339,412
20,0,0,0,0,9,金地格林小镇,2003,5室2厅,10,55000,160
6,0,0,0,0,14,世纪星城三期,2009,2室2厅,20,50433,99
12,28,4,0,2,22,火星园,2010,2室2厅,21,106179,94
5,10,0,0,1,9,老山东里北区,2000,4室2厅,6,42016,119
26,13,7,0,1,21,天露园一区,2008,2室2厅,6,36019,97
11,0,0,0,0,49,新风北里,1992,2室1厅,16,91176,68
4,0,0,0,0,0,温泉花园A区,2000,2室1厅,5,35352,62
21,49,8,0,3,48,德宝新园,2000,3室1厅,6,80000,80
10,0,0,0,0,20,青塔春园,2002,3室2厅,8,45545,165
0,0,0,0,0,0,海瓦尔登湖,2008,5室3厅,2,32629,521
2,0,0,0,0,0,汤泉逸墅（一至二期）,2005,3室2厅,11,99335,161
18,8,4,0,1,16,新通国际花园,2010,1室1厅,21,54819,61
26,13,7,0,1,21,龙华园西区,1996,2室1厅,6,48950,72
10,0,0,0,0,0,珠江峰景,2006,5室2厅,11,55211,239
9,0,0,0,0,0,早安方庄,2002,2室1厅,22,47563,95
10,48,5,0,1,17,远洋万和公馆,2013,4室2厅,24,87553,291
14,0,0,0,0,43,安宁里,1998,2室1厅,6,59649,57
13,49,5,0,2,27,沿海赛洛城,2009,2室1厅,4,61512,83
20,49,3,0,1,22,上林溪,2010,3室2厅,10,70689,116
12,28,4,0,2,22,火星园,2010,2室2厅,21,106179,94
5,10,0,0,1,9,老山东里北区,2000,4室2厅,6,42016,119
26,13,7,0,1,21,天露园一区,2008,2室2厅,6,36019,97
22,28,11,0,1,43,八角北路小区,2014,2室1厅,9,45416,48
10,0,0,0,0,20,青塔春园,2002,3室2厅,8,45545,165
0,0,0,0,0,0,海瓦尔登湖,2008,5室3厅,2,32629,521
23,3,11,0,1,29,巴克寓所,2005,4室2厅,6,34579,158
12,0,0,0,0,0,天赐良园,2000,2室2厅,6,44048,95
12,33,15,0,1,20,怡然嘉园25号院,2004,3室1厅,6,31496,127
8,0,0,0,0,22,观音寺新区,1997,3室2厅,6,33789,121
21,50,29,0,3,42,东后河沿,1999,3室2厅,15,78125,192
8,0,0,0,0,29,文体路甲3号院,2000,3室1厅,24,42128,116
20,31,13,0,1,31,芳星园二区,1995,2室1厅,14,59480,69
16,37,19,0,3,41,真武庙二里小区,1990,2室1厅,20,93877,49
16,48,9,0,2,48,双榆树北路6号院,1989,2室1厅,6,84229,56
20,50,9,0,2,23,苹果社区,2005,2室1厅,22,78076,96
14,35,9,0,1,41,慧时欣园二期都市绿洲,2006,2室2厅,25,52845,123
16,0,0,0,0,0,顺驰蓝调国际,2007,2室2厅,20,65227,109
11,0,0,0,0,0,玫瑰御园,2006,3室2厅,9,96830,170
6,0,0,0,0,0,丽高王府,2008,5室4厅,2,55339,412
20,0,0,0,0,9,金地格林小镇,2003,5室2厅,10,55000,160
6,0,0,0,0,14,世纪星城三期,2009,2室2厅,20,50433,99
11,0,0,0,0,49,新风北里,1992,2室1厅,16,91176,68
4,0,0,0,0,0,温泉花园A区,2000,2室1厅,5,35352,62
10,0,0,0,0,50,长昆名居,2003,2室1厅,22,86282,114
21,49,8,0,3,48,德宝新园,2000,3室1厅,6,80000,80
2,0,0,0,0,0,汤泉逸墅（一至二期）,2005,3室2厅,11,99335,161
18,8,4,0,1,16,新通国际花园,2010,1室1厅,21,54819,61
0,0,0,0,0,0,上上城第三季,2009,2室2厅,26,23936,94
10,0,0,0,0,0,珠江峰景,2006,2室2厅,21,51409,112
6,0,0,0,0,4,西棕榈滩,2009,4室2厅,12,21388,180
26,13,7,0,1,21,龙华园西区,1996,2室1厅,6,48950,72
10,0,0,0,0,0,珠江峰景,2006,5室2厅,11,55211,239
9,0,0,0,0,0,早安方庄,2002,2室1厅,22,47563,95
6,0,0,0,0,0,旭辉26街区,2016,1室1厅,9,32962,27
13,50,6,0,1,28,凤凰城二期,2006,2室2厅,36,80869,115
11,0,0,0,0,0,玫瑰御园,2006,3室2厅,9,96830,170
14,0,0,0,0,43,安宁里,1998,2室1厅,6,59649,57
10,0,0,0,0,0,新华街五里,1990,2室1厅,6,50344,60
23,0,0,0,0,32,金地仰山,2012,2室2厅,18,44318,88
3,0,0,0,0,0,保利垄上,2009,5室3厅,3,28421,475
12,31,9,0,1,47,清枫华景园,2004,2室1厅,18,75860,103
9,0,0,0,0,0,丽都壹号,2010,2室1厅,23,98360,122
22,0,0,0,0,0,世爵源墅,2005,5室2厅,3,39634,328
26,13,7,0,1,21,龙锦苑一区,2004,3室1厅,6,36560,126
15,0,0,0,0,38,西便门西里,1985,2室1厅,6,97472,55
3,0,0,0,0,0,香江花园,1997,4室3厅,2,60150,266
20,50,19,0,1,36,芳星园一区,2000,3室1厅,25,55045,109
17,0,0,0,0,0,当代城市家园,2004,1室,12,82179,46
16,42,24,0,3,20,三里河二区,2001,3室1厅,18,102769,102
4,0,0,0,0,0,北街家园五区,2010,2室1厅,21,35393,89
10,0,0,0,0,0,新华街五里,1990,2室1厅,6,50344,60
0,0,0,0,0,0,加州水郡四期,2008,2室1厅,15,26713,86
11,0,0,0,0,18,大城小镇,2007,1室1厅,6,46357,60
0,0,0,0,0,0,上上城二期,2008,2室1厅,28,23255,86
23,0,0,0,0,32,金地仰山,2012,2室2厅,18,44318,88
9,0,0,0,0,0,丽都壹号,2010,2室1厅,23,98360,122
22,0,0,0,0,0,世爵源墅,2005,5室2厅,3,39634,328
13,48,11,0,1,45,西屋国际公寓,2002,3室1厅,22,55026,179
6,0,0,0,0,0,旭辉26街区,2016,2室2厅,9,32894,38
8,0,0,0,0,0,天鹅湾平,2008,3室2厅,23,60388,184
4,0,0,0,0,0,首创公园城,2015,2室2厅,16,21190,42
13,0,0,0,0,26,逸盛阁,2011,3室2厅,21,68807,218
11,50,10,0,3,48,锦秋知春,14,6室2厅,11,75793,290
11,0,0,0,0,17,长安新城,2005,2室2厅,17,46354,96
14,49,7,0,2,23,龙湖·双珑原著,2015,5室3厅,4,54736,380
29,0,0,0,0,20,林肯公寓,2011,3室2厅,11,48648,74
26,8,17,0,3,23,霍营小区,1994,2室1厅,6,46979,60
14,48,15,0,1,50,豪景佳苑,1999,2室2厅,22,64385,113
10,49,12,0,1,48,农科院小区,1985,1室1厅,5,97402,39
9,10,20,0,1,20,棕榈泉国际公寓,2003,2室2厅,33,85843,140
11,24,8,0,1,29,鼎立水岸家园,2008,2室2厅,21,53743,107
13,49,5,0,2,27,沿海赛洛城,2007,3室2厅,8,59949,147
13,0,0,0,0,20,紫金长安,2006,3室2厅,17,97287,175
8,0,0,0,0,0,和义东里二区,1995,2室1厅,6,43297,55
12,0,0,0,0,26,华远裘马四季,2015,4室2厅,24,57894,190
26,13,7,0,1,21,龙腾苑二区,2003,2室1厅,6,46948,92
14,50,30,0,2,42,康乐里,2001,2室1厅,16,92957,71
26,13,7,0,1,21,龙腾苑二区,2003,2室1厅,6,46948,92
15,32,9,0,2,33,西豪逸景,2004,2室1厅,28,72826,92
5,0,0,0,0,3,金蝉北里,1997,1室1厅,7,37777,45
4,0,0,0,0,0,金色漫香苑,2013,2室1厅,8,37652,90
7,0,0,0,0,0,潭墅苑,10,3室2厅,3,32213,255
13,48,11,0,1,45,西屋国际公寓,2002,3室1厅,22,55026,179
6,0,0,0,0,0,旭辉26街区,2016,2室2厅,9,32894,38
8,0,0,0,0,0,天鹅湾平,2008,3室2厅,23,60388,184
4,0,0,0,0,0,首创公园城,2015,2室2厅,16,21190,42
13,0,0,0,0,26,逸盛阁,2011,3室2厅,21,68807,218
11,50,10,0,3,48,锦秋知春,14,6室2厅,11,75793,290
11,0,0,0,0,17,长安新城,2005,2室2厅,17,46354,96
14,49,7,0,2,23,龙湖·双珑原著,2015,5室3厅,4,54736,380
29,0,0,0,0,20,林肯公寓,2011,3室2厅,11,48648,74
26,8,17,0,3,23,霍营小区,1994,2室1厅,6,46979,60
14,48,15,0,1,50,豪景佳苑,1999,2室2厅,22,64385,113
10,49,12,0,1,48,农科院小区,1985,1室1厅,5,97402,39
10,0,0,0,0,20,青塔春园,2002,3室2厅,8,45545,165
9,10,20,0,1,20,棕榈泉国际公寓,2003,2室2厅,33,85843,140
11,0,0,0,0,29,鼎立水岸家园,2008,2室2厅,21,53743,107
13,49,5,0,2,27,沿海赛洛城,2007,3室2厅,8,59949,147
0,0,0,0,0,0,海瓦尔登湖,2008,5室3厅,2,32629,521
23,3,11,0,1,29,巴克寓所,2005,4室2厅,6,34579,158
12,0,0,0,0,0,天赐良园,2000,2室2厅,6,44048,95
19,0,0,0,0,44,茂华璟公阁,2007,2室1厅,13,65650,85
12,33,15,0,1,20,怡然嘉园25号院,2004,3室1厅,6,31496,127
8,0,0,0,0,22,观音寺新区,1997,3室2厅,6,33789,121
21,50,29,0,3,42,东后河沿,1999,3室2厅,15,78125,192
8,0,0,0,0,29,文体路甲3号院,2000,3室1厅,24,42128,116
20,31,13,0,1,31,芳星园二区,1995,2室1厅,14,59480,69
16,37,19,0,3,41,真武庙二里小区,1990,2室1厅,20,93877,49
16,48,9,0,2,48,双榆树北路6号院,1989,2室1厅,6,84229,56
20,50,9,0,2,23,苹果社区,2005,2室1厅,22,78076,96
14,35,9,0,1,41,慧时欣园二期都市绿洲,2006,2室2厅,25,52845,123
16,0,0,0,0,0,顺驰蓝调国际,2007,2室2厅,20,65227,109
26,13,7,0,1,21,龙腾苑二区,2003,2室1厅,6,46948,92
15,32,9,0,2,33,西豪逸景,2004,2室1厅,28,72826,92
5,0,0,0,0,3,金蝉北里,1997,1室1厅,7,37777,45
4,0,0,0,0,0,金色漫香苑,2013,2室1厅,8,37652,90
7,0,0,0,0,0,潭墅苑,10,3室2厅,3,32213,255
11,50,10,0,3,48,锦秋知春,14,6室2厅,11,75793,290
11,0,0,0,0,17,长安新城,2005,2室2厅,17,46354,96
12,34,19,0,3,40,荣丰2008,2008,1室1厅,20,97184,60
15,46,18,0,1,23,北蜂窝路5号院,2009,2室1厅,16,105376,93
14,49,7,0,2,23,龙湖·双珑原著,2015,5室3厅,4,54736,380
29,0,0,0,0,20,林肯公寓,2011,3室2厅,11,48648,74
26,8,17,0,3,23,霍营小区,1994,2室1厅,6,46979,60
28,0,0,0,0,20,国锐金嵿,2014,4室2厅,30,50724,276
13,40,13,0,3,20,建欣苑,2007,2室1厅,6,46375,99
6,0,0,0,0,5,汇豪山水华府,2010,2室2厅,6,16463,82
14,48,15,0,1,50,豪景佳苑,1999,2室2厅,22,64385,113
10,49,12,0,1,48,农科院小区,1985,1室1厅,5,97402,39
9,10,20,0,1,20,棕榈泉国际公寓,2003,2室2厅,33,85843,140
18,8,4,0,1,16,K2·海棠湾,2011,2室1厅,27,54098,61
13,49,7,0,1,49,光大花园,2000,4室2厅,17,94591,180
11,41,9,0,1,31,颐慧佳园,2005,2室1厅,9,89691,90
11,24,8,0,1,29,鼎立水岸家园,2008,2室2厅,21,53743,107
13,49,5,0,2,27,沿海赛洛城,2007,3室2厅,8,59949,147
9,47,14,0,1,48,高梁桥斜街乙40号院,1990,2室1厅,6,78571,63
4,0,0,0,0,0,龙湖香醍漫步,2010,4室2厅,3,33678,193
18,8,4,0,1,16,群芳三园,1994,2室1厅,6,41698,79
13,0,0,0,0,20,紫金长安,2006,3室2厅,17,97287,175
8,0,0,0,0,0,和义东里二区,1995,2室1厅,6,43297,55
12,0,0,0,0,26,华远裘马四季,2015,4室2厅,24,57894,190
14,50,30,0,2,42,康乐里,2001,2室1厅,16,92957,71
0,0,0,0,0,0,古城路住宅小区,1998,2室2厅,6,43991,80
23,0,0,0,0,8,T3空间,2015,3室1厅,8,27586,58
5,0,0,0,0,0,金色漫香郡,2012,3室2厅,9,35714,126
0,0,0,0,0,0,健泰安居花园,2015,2室2厅,16,5000,80
15,17,9,0,2,15,兴隆家园,2005,3室2厅,18,44100,136
15,0,0,0,0,28,上地西里,2000,3室2厅,6,72254,173
9,0,0,0,0,15,湖光小区,1990,2室1厅,5,28070,57
11,0,0,0,0,43,冠城·名敦道,2009,2室2厅,20,90697,129
15,29,15,0,2,40,恒昌花园小区,1999,3室2厅,28,59976,159
19,49,11,0,3,28,美景东方,2005,2室1厅,25,54878,82
20,50,9,0,2,23,苹果社区,2005,3室2厅,31,74534,161
11,49,3,0,1,25,燕灵小区,2007,1室,6,28750,40
3,0,0,0,0,0,保利垄上,2007,5室3厅,3,21939,433
12,34,19,0,3,40,荣丰2008,2008,1室1厅,20,97184,60
15,46,18,0,1,23,北蜂窝路5号院,2009,2室1厅,16,105376,93
18,8,4,0,1,16,K2·海棠湾,2011,2室1厅,27,54098,61
13,49,7,0,1,49,光大花园,2000,4室2厅,17,94591,180
9,47,14,0,1,48,高梁桥斜街乙40号院,1990,2室1厅,6,78571,63
4,0,0,0,0,0,龙湖香醍漫步,2010,4室2厅,3,33678,193
18,8,4,0,1,16,群芳三园,1994,2室1厅,6,41698,79
6,0,0,0,0,0,天洋城,2000,2室1厅,34,27619,84
11,0,0,0,0,28,世方豪庭,2000,3室2厅,20,50517,158
16,31,2,0,1,9,西八里庄北里,1996,3室1厅,6,76315,76
14,41,6,0,1,24,UHN国际村,2008,3室2厅,32,70485,167
16,0,0,0,0,0,天洋城4代（别墅,2012,2室2厅,3,25000,80
26,13,7,0,1,21,碧水庄园三期,2008,8室3厅,3,76923,1300
15,50,16,0,2,29,校场口三条,2011,1室1厅,1,138461,13
9,49,8,0,2,15,后现代城,2004,1室1厅,20,75112,60
23,0,0,0,0,0,金隅大成时代心,2016,1室2厅,27,34198,85
16,11,30,0,3,34,爱民里小区,1990,3室1厅,7,117123,73
5,0,0,0,0,0,香邑山,2006,4室2厅,3,40375,471
0,0,0,0,0,0,燕京航城,2008,3室2厅,34,25542,133
17,0,0,0,0,22,苹果汇,2016,2室1厅,24,34482,58
9,18,2,0,1,12,碧海方舟,2005,4室2厅,3,160000,625
19,0,0,0,0,0,海子角西里,2003,2室2厅,6,24216,88
12,0,0,0,0,26,华远裘马四季,2015,4室2厅,24,57894,190
14,50,30,0,2,42,康乐里,2001,2室1厅,16,92957,71
0,0,0,0,0,0,古城路住宅小区,1998,2室2厅,6,43991,80
23,0,0,0,0,8,T3空间,2015,3室1厅,8,27586,58
5,0,0,0,0,0,金色漫香郡,2012,3室2厅,9,35714,126
0,0,0,0,0,0,健泰安居花园,2015,2室2厅,16,5000,80
15,17,9,0,2,15,兴隆家园,2005,3室2厅,18,44100,136
15,0,0,0,0,28,上地西里,2000,3室2厅,6,72254,173
9,0,0,0,0,15,湖光小区,1990,2室1厅,5,28070,57
11,0,0,0,0,43,冠城·名敦道,2009,2室2厅,20,90697,129
15,29,15,0,2,40,恒昌花园小区,1999,3室2厅,28,59976,159
19,49,11,0,3,28,美景东方,2005,2室1厅,25,54878,82
20,50,9,0,2,23,苹果社区,2005,3室2厅,31,74534,161
11,49,3,0,1,25,燕灵小区,2007,1室,6,28750,40
3,0,0,0,0,0,保利垄上,2007,5室3厅,3,21939,433
12,34,19,0,3,40,荣丰2008,2008,1室1厅,20,97184,60
15,46,18,0,1,23,北蜂窝路5号院,2009,2室1厅,16,105376,93
28,0,0,0,0,20,国锐金嵿,2014,4室2厅,30,50724,276
13,40,13,0,3,20,建欣苑,2007,2室1厅,6,46375,99
6,0,0,0,0,5,汇豪山水华府,2010,2室2厅,6,16463,82
28,0,0,0,0,20,国锐金嵿,2014,4室2厅,30,50724,276
13,40,13,0,3,20,建欣苑,2007,2室1厅,6,46375,99
6,0,0,0,0,5,汇豪山水华府,2010,2室2厅,6,16463,82
18,8,4,0,1,16,K2·海棠湾,2011,2室1厅,27,54098,61
13,49,7,0,1,49,光大花园,2000,4室2厅,17,94591,180
9,47,14,0,1,48,高梁桥斜街乙40号院,1990,2室1厅,6,78571,63
4,0,0,0,0,0,龙湖香醍漫步,2010,4室2厅,3,33678,193
18,8,4,0,1,16,群芳三园,1994,2室1厅,6,41698,79
6,0,0,0,0,0,天洋城,2000,2室1厅,34,27619,84
11,0,0,0,0,28,世方豪庭,2000,3室2厅,20,50517,158
16,31,2,0,1,9,西八里庄北里,1996,3室1厅,6,76315,76
14,41,6,0,1,24,UHN国际村,2008,3室2厅,32,70485,167
16,0,0,0,0,0,天洋城4代（别墅,2012,2室2厅,3,25000,80
26,13,7,0,1,21,碧水庄园三期,2008,8室3厅,3,76923,1300
15,50,16,0,2,29,校场口三条,2011,1室1厅,1,138461,13
9,49,8,0,2,15,后现代城,2004,1室1厅,20,75112,60
23,0,0,0,0,0,金隅大成时代心,2016,1室2厅,27,34198,85
16,11,30,0,3,34,爱民里小区,1990,3室1厅,7,117123,73
5,0,0,0,0,0,香邑山,2006,4室2厅,3,40375,471
0,0,0,0,0,0,燕京航城,2008,3室2厅,34,25542,133
23,0,0,0,0,8,T3空间,2015,3室1厅,8,27586,58
5,0,0,0,0,0,金色漫香郡,2012,3室2厅,9,35714,126
15,32,9,0,2,33,西豪逸景,2004,2室1厅,28,72826,92
5,0,0,0,0,3,金蝉北里,1997,1室1厅,7,37777,45
4,0,0,0,0,0,金色漫香苑,2013,2室1厅,8,37652,90
0,0,0,0,0,0,健泰安居花园,2015,2室2厅,16,5000,80
15,17,9,0,2,15,兴隆家园,2005,3室2厅,18,44100,136
15,0,0,0,0,28,上地西里,2000,3室2厅,6,72254,173
7,0,0,0,0,0,潭墅苑,10,3室2厅,3,32213,255
13,48,11,0,1,45,西屋国际公寓,2002,3室1厅,22,55026,179
9,0,0,0,0,15,湖光小区,1990,2室1厅,5,28070,57
11,0,0,0,0,43,冠城·名敦道,2009,2室2厅,20,90697,129
15,29,15,0,2,40,恒昌花园小区,1999,3室2厅,28,59976,159
6,0,0,0,0,0,旭辉26街区,2016,2室2厅,9,32894,38
8,0,0,0,0,0,天鹅湾平,2008,3室2厅,23,60388,184
4,0,0,0,0,0,首创公园城,2015,2室2厅,16,21190,42
20,50,9,0,2,23,苹果社区,2005,3室2厅,31,74534,161
11,49,3,0,1,25,燕灵小区,2007,1室,6,28750,40
3,0,0,0,0,0,保利垄上,2007,5室3厅,3,21939,433
13,0,0,0,0,26,逸盛阁,2011,3室2厅,21,68807,218
6,0,0,0,0,5,水墨林溪,2008,2室2厅,8,16444,90
2,0,0,0,0,0,福佳蜜码空间,2016,2室1厅,13,16901,71
9,47,14,0,1,48,高梁桥斜街乙40号院,1990,2室1厅,6,78571,63
4,0,0,0,0,0,龙湖香醍漫步,2010,4室2厅,3,33678,193
15,49,13,0,2,42,万泉新新家园,2000,6室2厅,4,94641,343
17,48,16,0,3,34,畅柳园,2003,1室1厅,16,89099,53
15,10,13,0,1,20,枫竹苑,2003,2室2厅,16,48071,92
0,0,0,0,0,0,宝盛北里,2009,2室2厅,6,59003,88
29,0,0,0,0,20,林肯公寓,2011,3室2厅,11,47297,74
18,8,4,0,1,16,群芳三园,1994,2室1厅,6,41698,79
6,0,0,0,0,0,天洋城,2000,2室1厅,34,27619,84
5,0,0,0,0,0,大运河孔雀城温莎郡,2016,4室2厅,4,15517,232
8,37,8,0,1,26,大旸楼,2006,2室1厅,19,61864,95
11,0,0,0,0,28,世方豪庭,2000,3室2厅,20,50517,158
16,31,2,0,1,9,西八里庄北里,1996,3室1厅,6,76315,76
19,0,0,0,0,16,永定河孔雀城空港壹号,2016,2室2厅,18,14000,80
6,0,0,0,0,5,水墨林溪,2008,2室2厅,8,16444,90
9,0,0,0,0,18,玲珑天地,2012,1室1厅,12,43669,89
14,41,6,0,1,24,UHN国际村,2008,3室2厅,32,70485,167
2,0,0,0,0,0,福佳蜜码空间,2016,2室1厅,13,16901,71
22,35,19,0,2,39,绿城诚园,2010,4室2厅,17,88731,270
13,48,13,0,1,32,南平里,1990,2室1厅,6,32176,59
11,0,0,0,0,0,紫芳园三区,2007,1室1厅,19,70588,68
16,0,0,0,0,0,天洋城4代（别墅,2012,2室2厅,3,25000,80
26,13,7,0,1,21,碧水庄园三期,2008,8室3厅,3,76923,1300
6,0,0,0,0,4,徜徉集,2014,4室2厅,7,40462,173
15,49,13,0,2,42,万泉新新家园,2000,6室2厅,4,94641,343
15,10,13,0,1,20,枫竹苑,2003,2室2厅,16,48071,92
12,0,0,0,0,26,华远裘马四季,2015,4室2厅,21,51578,190
6,0,0,0,0,0,富力湾,2010,4室2厅,3,24028,283
15,50,16,0,2,29,校场口三条,2011,1室1厅,1,138461,13
9,49,8,0,2,15,后现代城,2004,1室1厅,20,75112,60
14,0,0,0,0,17,西现代城,2004,2室2厅,22,39869,122
15,0,0,0,0,0,望京西园三区,2000,1室1厅,22,56276,82
18,0,0,0,0,13,石园东区,1992,1室1厅,6,31756,59
3,0,0,0,0,0,东亚五环国际,2015,2室2厅,19,31318,91
23,0,0,0,0,0,金隅大成时代心,2016,1室2厅,27,34198,85
16,11,30,0,3,34,爱民里小区,1990,3室1厅,7,117123,73
3,0,0,0,0,0,富力又一城,2005,3室2厅,22,43097,149
0,0,0,0,0,0,月亮河城堡,2000,1室1厅,12,51724,58
10,35,11,0,1,21,信城二期,2010,2室1厅,23,120746,91
5,0,0,0,0,0,香邑山,2006,4室2厅,3,40375,471
0,0,0,0,0,0,燕京航城,2008,3室2厅,34,25542,133
9,10,20,0,1,20,棕榈泉国际公寓,2004,4室2厅,30,141823,423
7,0,0,0,0,0,天恒世界集,2016,2室1厅,13,32500,48
15,22,13,0,1,21,珠江罗马嘉园一期,2004,2室1厅,17,65438,99
2,0,0,0,0,0,福佳蜜码空间,2016,1室1厅,13,15217,46
4,0,0,0,0,0,海德堡花园,2000,3室1厅,7,30434,138
9,20,34,0,1,49,芍药居北里,1996,1室1厅,7,96428,42
21,50,29,0,3,42,国瑞城,2005,3室2厅,16,84247,90
15,0,0,0,0,27,昂小时代,2016,2室1厅,18,45121,41
2,0,0,0,0,0,温哥华森林,2013,5室3厅,3,25751,466
0,0,0,0,0,0,宝盛北里,2009,2室2厅,6,59003,88
29,0,0,0,0,20,林肯公寓,2011,3室2厅,11,47297,74
7,0,0,0,0,0,天恒世界集,2016,2室2厅,10,34583,48
11,0,0,0,0,19,香溪度,2009,4室4厅,10,107053,163
9,2,2,0,2,8,延静西里,1993,2室1厅,17,49786,70
6,0,0,0,0,5,水墨林溪,2008,2室2厅,8,16444,90
2,0,0,0,0,0,福佳蜜码空间,2016,2室1厅,13,16901,71
15,49,13,0,2,42,万泉新新家园,2000,6室2厅,4,94641,343
17,0,0,0,0,22,苹果汇,2016,2室1厅,24,34482,58
